,start_station_id,boro_name
1030,7207.08,Manhattan
1031,6055.08,Manhattan
1032,6173.08,Manhattan
1033,4354.05,Brooklyn
1034,6602.03,Manhattan
1035,4889.06,Manhattan
1036,6474.12,Manhattan
1037,4756.04,Brooklyn
1038,6779.05,Manhattan
1039,4906.07,Brooklyn
1040,6233.05,Manhattan
1041,3588.01,Brooklyn
1042,4947.04,Brooklyn
1043,6450.05,Manhattan
1044,5175.08,Manhattan
1045,7436.11,Manhattan
1046,5216.06,Manhattan
1047,7602.05,Manhattan
1048,4395.07,Brooklyn
1049,4993.13,Manhattan
1050,4665.02,Brooklyn
1051,8085.09,Manhattan
1052,3161.02,Brooklyn
1053,4217.02,Brooklyn
1054,8582.09,Bronx
1055,7393.09,Manhattan
1056,8323.05,Bronx
1057,4157.1,Brooklyn
1058,6122.09,Manhattan
1059,8103.05,Bronx
1060,7783.18,Manhattan
1061,7814.01,Manhattan
1062,8500.01,Bronx
1063,4345.11,Brooklyn
