,start_station_id,start_lat,start_lng
123,6459.07,40.752694,-74.002353
126,6212.04,40.74436328706688,-73.9558732509613
127,6743.06,40.7595701,-73.9142678
128,6682.03,40.75892386377695,-73.96226227283478
130,4001.09,40.6737236,-73.9631611
131,4077.04,40.6746957,-73.99785768
132,6239.08,40.74394314,-73.97966069
133,6688.01,40.7596276,-73.9321455
136,4645.04,40.69400964865994,-73.99465128779411
137,7020.09,40.77140426,-73.9535166
138,6822.09,40.76500525,-73.95818491
140,7183.03,40.777507027547976,-73.98888587951659
143,4258.07,40.68199044270703,-73.99079024791718
145,6254.06,40.745038,-73.957539
147,6237.01,40.7437524099784,-73.94176483154297
148,7646.04,40.802692,-73.96295
149,6779.04,40.76228826,-73.98336183
150,4596.09,40.69236178,-73.98631746
152,5247.1,40.71450451,-74.00562789
157,4531.05,40.69089272,-73.99612349
162,3856.03,40.668757,-73.966438
